,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,re_tot,session,weekend,Temperature
2222,2020-10-01 14:00:00,1.0,3.0,0.0,1.0,59.99428787878789,30647.868181818183,532320.4022727273,171798725.26545456,3,0,29.7
2223,2020-10-01 15:00:00,1.0,3.0,0.0,1.0,60.018833333333326,30004.166666666668,532351.3400000001,171798706.76166666,3,0,28.8
2224,2020-10-01 16:00:00,1.0,3.0,0.0,1.0,59.983333333333334,9736.213068181818,532371.8569696968,171798694.4,3,0,27.5
2225,2020-10-01 17:00:00,1.0,3.0,0.0,1.0,59.96733333333334,7283.402083333334,532379.4066666666,171798694.4,3,0,26.4
2226,2020-10-01 18:00:00,1.0,3.0,0.0,1.0,59.99233333333333,8012.95,532387.3633333333,171798694.4,3,0,25.7
2227,2020-10-01 19:00:00,1.0,3.0,0.0,1.0,60.020500000000006,8995.45,532395.3483333333,171798694.4,4,0,25.4
2228,2020-10-01 20:00:00,1.0,3.0,0.0,1.0,59.98900000000001,8572.533333333335,532405.0783333334,171798694.4,4,0,25.1
2229,2020-10-01 21:00:00,1.0,3.0,0.0,1.0,59.99945454545455,9843.18181818182,532413.2072727273,171798694.4,4,0,24.9
2230,2020-10-01 22:00:00,1.0,3.0,0.0,1.0,59.974833333333336,8113.475,532422.3383333333,171798694.4,4,0,24.7
2231,2020-10-01 23:00:00,1.0,3.0,0.0,1.0,60.01399999999999,12180.85,532431.705,171798700.375,4,0,24.6
2232,2020-10-02 00:00:00,1.0,3.0,0.0,1.0,59.979166666666664,25680.183333333334,532449.5383333333,171798786.94166666,1,0,25.8
2233,2020-10-02 01:00:00,1.0,3.0,0.0,1.0,59.98266666666666,49686.816666666666,531934.565,171798756.44833332,0,0,24.4
2234,2020-10-02 02:00:00,1.0,3.0,0.0,1.0,59.987666666666655,49326.833333333336,532542.05,171798758.52333334,0,0,24.5
2235,2020-10-02 03:00:00,1.0,3.0,0.0,1.0,59.99499999999999,46761.51666666667,532036.3400000001,164640495.80166668,0,0,24.4
2236,2020-10-02 04:00:00,1.0,3.0,0.0,1.0,60.02283333333334,49610.01666666666,532640.1633333333,150323962.97833332,0,0,24.5
2237,2020-10-02 05:00:00,1.0,3.0,0.0,1.0,60.024363636363624,54445.36363636363,532691.8527272728,163989796.74,0,0,24.3
2238,2020-10-02 06:00:00,1.0,3.0,0.0,1.0,60.01950000000001,44291.16666666667,532740.375,168219688.13,0,0,24.1
2239,2020-10-02 07:00:00,1.0,3.0,0.0,1.0,60.003166666666665,44955.86666666667,520781.8816666668,168219632.71166664,2,0,24.6
2240,2020-10-02 08:00:00,1.0,3.0,0.0,1.0,60.02633333333334,45137.86666666667,532830.7716666667,161061340.35,2,0,26.7
2241,2020-10-02 09:00:00,1.0,3.0,0.0,1.0,59.989166666666655,38435.4,532873.8383333334,171798751.13333333,2,0,28.3
2242,2020-10-02 10:00:00,1.0,3.0,0.0,1.0,59.9505,34277.05,532911.085,171798817.11166665,2,0,29.5
2243,2020-10-02 11:00:00,1.0,3.0,0.0,1.0,59.975,29507.73333333333,532945.2566666666,171798770.16166666,2,0,30.2
2244,2020-10-02 12:00:00,1.0,3.0,0.0,1.0,59.98116666666666,32111.65,532976.2716666667,171798724.22833332,2,0,30.6
2245,2020-10-02 13:00:00,1.0,3.0,0.0,1.0,59.99799999999999,18239.641666666666,533004.3266666665,171798724.0833333,3,0,30.3
2246,2020-10-02 14:00:00,1.0,3.0,0.0,1.0,59.9789090909091,8098.3090909090915,533015.3963636362,171798723.26727274,3,0,30.5
2247,2020-10-02 15:00:00,1.0,3.0,0.0,1.0,60.025999999999996,7301.527777777778,528081.1900000001,171798706.47333333,3,0,29.7
2248,2020-10-02 16:00:00,1.0,3.0,0.0,1.0,60.00883333333335,6942.133333333333,532473.4,171798694.4,3,0,29.0
2249,2020-10-02 17:00:00,1.0,3.0,0.0,1.0,60.0215303030303,7925.23207070707,533037.2854545454,171798694.4,3,0,27.2
2250,2020-10-02 18:00:00,1.0,3.0,0.0,1.0,59.989333333333335,8152.914285714285,533045.575,171798694.4,3,0,26.5
2251,2020-10-02 19:00:00,1.0,3.0,0.0,1.0,59.95383333333334,8122.1836309523815,533053.49,171798694.4,4,0,26.2
2252,2020-10-02 20:00:00,1.0,3.0,0.0,1.0,59.94533333333334,7527.252083333335,533061.5733333332,171798694.4,4,0,26.1
2253,2020-10-02 21:00:00,1.0,3.0,0.0,1.0,60.01616666666668,7735.9416666666675,533070.0449999999,171798694.4,4,0,26.1
2254,2020-10-02 22:00:00,1.0,3.0,0.0,1.0,60.009454545454545,9146.1775,533079.0767272727,171798694.4,4,0,26.0
2255,2020-10-02 23:00:00,1.0,3.0,0.0,1.0,60.012666666666675,11316.652083333332,533087.9583333334,171798773.57166666,4,0,25.9
2256,2020-10-03 00:00:00,1.0,3.0,0.0,1.0,59.979000000000006,39581.8,533107.89,168219653.05,1,1,27.1
2257,2020-10-03 01:00:00,1.0,3.0,0.0,1.0,59.98433333333334,71035.51666666666,533167.975,168219649.40833333,0,1,25.9
2258,2020-10-03 02:00:00,1.0,3.0,0.0,1.0,59.98416666666667,68435.84999999999,533239.285,164640532.10333332,0,1,25.7
2259,2020-10-03 03:00:00,1.0,3.0,0.0,1.0,59.98793333333333,74138.17424242423,532703.3116969697,156180747.8851515,0,1,25.8
2260,2020-10-03 04:00:00,1.0,3.0,0.0,1.0,60.00500000000001,58720.6,533377.975,157482237.4166667,0,1,25.2
2261,2020-10-03 05:00:00,1.0,3.0,0.0,1.0,59.996,68615.78333333333,532885.5083333333,128849139.345,0,1,25.1
2262,2020-10-03 06:00:00,1.0,3.0,0.0,1.0,60.00516666666666,69400.53333333333,533511.115,132428275.15166667,0,1,24.0
2263,2020-10-03 07:00:00,1.0,3.0,0.0,1.0,59.980545454545464,68198.96363636364,533577.2436363637,163989782.2490909,2,1,25.0
2264,2020-10-03 08:00:00,1.0,3.0,0.0,1.0,60.01183333333334,63151.583333333336,533640.9066666666,168219640.65833333,2,1,28.3
2265,2020-10-03 09:00:00,1.0,3.0,0.0,1.0,59.96816666666666,49348.08333333333,533700.4916666667,168219610.04833335,2,1,30.3
2266,2020-10-03 10:00:00,1.0,3.0,0.0,1.0,59.989,35016.933333333334,533741.2283333333,171798724.38833335,2,1,31.8
2267,2020-10-03 11:00:00,1.0,3.0,0.0,1.0,59.991166666666665,33078.36666666666,533775.7933333333,171798723.77,2,1,33.1
2268,2020-10-03 12:00:00,1.0,3.0,0.0,1.0,60.011833333333335,31458.350000000006,533808.6916666667,171798723.94833332,2,1,33.4
2269,2020-10-03 13:00:00,1.0,3.0,0.0,1.0,59.98333333333333,30959.283333333336,533839.3366666667,171798723.50333333,3,1,33.1
2270,2020-10-03 14:00:00,1.0,3.0,0.0,1.0,59.98821212121212,11129.330914651098,533861.6719696969,171798724.0833333,3,1,33.0
2271,2020-10-03 15:00:00,1.0,3.0,0.0,1.0,59.978545454545454,9799.398498748957,533868.0981818183,171798705.19272727,3,1,31.0
2272,2020-10-03 16:00:00,1.0,3.0,0.0,1.0,59.979333333333344,7599.220336391436,533875.135,171798694.4,3,1,31.3
2273,2020-10-03 17:00:00,1.0,3.0,0.0,1.0,60.02333333333333,8027.813149847095,533881.6183333334,171798694.4,3,1,29.7
2274,2020-10-03 18:00:00,1.0,3.0,0.0,1.0,59.998000000000005,7965.539296636086,528941.5650000001,171798694.4,3,1,28.8
2275,2020-10-03 19:00:00,1.0,3.0,0.0,1.0,60.02616666666667,7660.34877675841,533895.81,171798694.4,4,1,28.3
2276,2020-10-03 20:00:00,1.0,3.0,0.0,1.0,60.039833333333334,8822.941590214068,533903.8033333333,171798694.79333335,4,1,27.9
2277,2020-10-03 21:00:00,1.0,3.0,0.0,1.0,59.99625757575758,7821.320767306088,533911.2572727272,171798694.4,4,1,27.9
2278,2020-10-03 22:00:00,1.0,3.0,0.0,1.0,59.99416666666665,7193.643883792049,533918.8733333333,171798694.4,4,1,27.4
2279,2020-10-03 23:00:00,1.0,3.0,0.0,1.0,60.00066666666667,12057.275993883793,533927.2283333333,171798694.4,4,1,27.3
2280,2020-10-04 00:00:00,1.0,3.0,0.0,1.0,59.960000000000015,31392.01818181818,533944.9563636363,171798739.53454545,1,1,26.6
2281,2020-10-04 01:00:00,1.0,3.0,0.0,1.0,59.95883333333334,47879.98333333333,533987.6316666666,171798751.19166666,0,1,27.0
2282,2020-10-04 02:00:00,1.0,3.0,0.0,1.0,59.97633333333333,46451.816666666666,534035.175,168219657.46999997,0,1,26.8
2283,2020-10-04 03:00:00,1.0,3.0,0.0,1.0,59.96960256410257,45038.93076923077,534082.2112820512,171798770.44666666,0,1,26.5
2284,2020-10-04 04:00:00,1.0,3.0,0.0,1.0,59.98416666666668,46952.86666666667,522102.84833333327,164640485.50833333,0,1,26.3
2285,2020-10-04 05:00:00,1.0,3.0,0.0,1.0,59.98819696969696,45996.73181818182,534177.4295454546,171798768.38666666,0,1,26.1
