,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
1988,2020-09-21 20:00:00,30024.91432403497,0,4,527211.8983050849,26.8
1989,2020-09-21 21:00:00,40605.797657368304,0,4,518983.64166666655,26.8
1990,2020-09-21 22:00:00,51202.51089751798,0,4,518394.610909091,26.5
1991,2020-09-21 23:00:00,56552.82173047813,0,4,518565.6305084746,26.3
1992,2020-09-22 00:00:00,65832.96155731795,0,1,519055.9499999999,25.7
1993,2020-09-22 01:00:00,75924.5545010409,0,0,519160.9266666668,25.8
1994,2020-09-22 02:00:00,86338.91012507786,0,0,519288.6399999998,25.5
1995,2020-09-22 03:00:00,97527.84073113847,0,0,511012.8169491525,25.1
1996,2020-09-22 04:00:00,107486.59600465283,0,0,519358.0224137929,24.8
1997,2020-09-22 05:00:00,113163.32811999513,0,0,519623.72333333327,24.7
1998,2020-09-22 06:00:00,110054.76884932228,0,0,515681.95892857155,24.5
1999,2020-09-22 07:00:00,103336.98551598896,0,2,523719.49999999977,25.3
2000,2020-09-22 08:00:00,95192.69763720108,0,2,519995.96,27.9
2001,2020-09-22 09:00:00,85375.07357454058,0,2,520130.8616666667,28.3
2002,2020-09-22 10:00:00,79960.54815606165,0,2,510670.9983050847,30.5
2003,2020-09-22 11:00:00,70617.3225786706,0,2,528551.8305084745,31.3
2004,2020-09-22 12:00:00,60149.913248246936,0,2,520339.67999999993,31.7
2005,2020-09-22 13:00:00,49478.85702176989,0,3,520383.8650000001,30.5
2006,2020-09-22 14:00:00,38035.49999330238,0,3,520416.57166666654,30.4
2007,2020-09-22 15:00:00,27757.88335147427,0,3,507498.7272727272,30.3
2008,2020-09-22 16:00:00,21353.9953809702,0,3,517208.95593220345,28.8
2009,2020-09-22 17:00:00,17835.840681432448,0,3,520457.47166666674,27.3
2010,2020-09-22 18:00:00,15079.35335360876,0,3,520469.3083333335,26.7
2011,2020-09-22 19:00:00,18499.482141487548,0,4,520043.2576271185,26.5
2012,2020-09-22 20:00:00,28940.5185051239,0,4,524818.1266666667,26.1
2013,2020-09-22 21:00:00,40302.57694345656,0,4,516434.1589285714,26.1
2014,2020-09-22 22:00:00,51925.838884483936,0,4,520079.3525423728,25.8
2015,2020-09-22 23:00:00,59604.73165646606,0,4,520529.2381818183,25.6
2016,2020-09-23 00:00:00,71747.79646024152,0,1,520566.6333333334,26.2
2017,2020-09-23 01:00:00,83148.8154301574,0,0,520688.2883333332,25.5
2018,2020-09-23 02:00:00,95220.12298107642,0,0,520828.2416666668,25.3
2019,2020-09-23 03:00:00,106343.71973432318,0,0,520969.93500000023,24.9
2020,2020-09-23 04:00:00,116440.20794695802,0,0,521089.72166666656,24.7
2021,2020-09-23 05:00:00,122972.01497175139,0,0,521202.9866666666,24.7
2022,2020-09-23 06:00:00,120726.63466872109,0,0,512871.0694915254,24.6
2023,2020-09-23 07:00:00,111610.60739599381,0,2,521490.9433333333,24.7
2024,2020-09-23 08:00:00,100608.5557267591,0,2,521622.09272727283,27.4
2025,2020-09-23 09:00:00,89236.52390857728,0,2,521745.59833333327,29.2
2026,2020-09-23 10:00:00,81488.27080057416,0,2,521849.8650000002,30.0
2027,2020-09-23 11:00:00,69235.73594352916,0,2,504865.935,31.3
2028,2020-09-23 12:00:00,57704.4357766896,0,2,521963.89666666655,31.4
2029,2020-09-23 13:00:00,45580.19823460207,0,3,513491.520338983,32.2
2030,2020-09-23 14:00:00,34134.463083086914,0,3,522011.22666666657,32.9
2031,2020-09-23 15:00:00,23633.076719450553,0,3,522022.4984615382,31.9
2032,2020-09-23 16:00:00,16585.38232551116,0,3,521593.101694915,29.6
2033,2020-09-23 17:00:00,12317.989464699658,0,3,522542.9705882355,28.0
2034,2020-09-23 18:00:00,9869.514464699658,0,3,522045.72666666674,27.2
2035,2020-09-23 19:00:00,14833.569164237404,0,4,522053.85,27.0
2036,2020-09-23 20:00:00,25591.27699728486,0,4,522061.62,26.9
2037,2020-09-23 21:00:00,36705.77859013645,0,4,522071.035,26.7
2038,2020-09-23 22:00:00,48740.72102293905,0,4,521643.615254237,26.5
2039,2020-09-23 23:00:00,54186.28313122698,0,4,521534.155,26.5
2040,2020-09-24 00:00:00,65101.6297642236,0,1,522122.9416666667,22.7
